probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_short_name,condition,base_probe_row,similarity_drop_from_clean
164,Tom Daschle,89,89,Tom Daschle,0.60700977,0.60700977,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,189,-0.000599205493927002
165,Tom Daschle,89,89,Tom Daschle,0.49718004,0.49718004,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,190,-0.008436769247055054
166,Tom Daschle,89,89,Tom Daschle,0.35805482,0.35805482,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,191,-0.0034644603729248047
167,Tom Daschle,89,89,Tom Daschle,0.52934474,0.52934474,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,192,0.06454324722290039
168,Ian Thorpe,30,30,Ian Thorpe,0.40802544,0.40802544,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,193,0.03240266442298889
169,Ian Thorpe,30,30,Ian Thorpe,0.53107846,0.53107846,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,194,-0.004216670989990234
170,Ian Thorpe,30,30,Ian Thorpe,0.43707037,0.43707037,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,195,0.005816668272018433
171,Ian Thorpe,30,30,Ian Thorpe,0.36540407,0.36540407,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,196,-0.03355419635772705
172,Ian Thorpe,30,30,Ian Thorpe,0.37688935,0.37688935,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,197,0.04683709144592285
173,Ian Thorpe,30,30,Ian Thorpe,0.43884477,0.43884477,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,198,0.05346935987472534
174,Ian Thorpe,30,30,Ian Thorpe,0.4388209,0.4388209,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,199,0.024795711040496826
175,Ian Thorpe,30,30,Ian Thorpe,0.4718231,0.4718231,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,200,0.004008650779724121
176,Tommy Haas,90,90,Tommy Haas,0.37564594,0.37564594,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,201,-0.010106325149536133
177,Tommy Haas,90,90,Tommy Haas,0.4208511,0.4208511,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,203,0.04728138446807861
178,Tommy Haas,90,90,Tommy Haas,0.3991112,0.3991112,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,204,-0.03698861598968506
179,Tommy Haas,90,90,Tommy Haas,0.6166261,0.6166261,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,205,0.004912197589874268
180,John Allen Muhammad,38,38,John Allen Muhammad,0.5954151,0.5954151,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,206,0.08410048484802246
181,John Allen Muhammad,38,38,John Allen Muhammad,0.59147966,0.59147966,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,207,0.06641906499862671
182,John Allen Muhammad,38,38,John Allen Muhammad,0.6887365,0.6887365,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,208,0.052816808223724365
183,John Allen Muhammad,38,38,John Allen Muhammad,0.51475513,0.51475513,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,209,0.0614626407623291
184,John Allen Muhammad,38,38,John Allen Muhammad,0.5588929,0.5588929,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,210,0.044007956981658936
185,John Allen Muhammad,38,38,John Allen Muhammad,0.74940586,0.74940586,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,211,0.08043032884597778
186,John Allen Muhammad,38,38,John Allen Muhammad,0.6727135,0.6727135,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,212,0.044737815856933594
187,John Allen Muhammad,38,38,John Allen Muhammad,0.6613528,0.6613528,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,213,0.01393347978591919
188,Ari Fleischer,3,3,Ari Fleischer,0.41299912,0.41299912,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,214,0.0744154155254364
189,Ari Fleischer,3,3,Ari Fleischer,0.6127509,0.6127509,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,215,0.04434800148010254
190,Ari Fleischer,3,3,Ari Fleischer,0.4527586,0.4527586,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,216,0.08646446466445923
191,Ari Fleischer,3,3,Ari Fleischer,0.6747489,0.6747489,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,217,0.03755617141723633
192,Ari Fleischer,3,3,Ari Fleischer,0.5695865,0.5695865,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,219,0.016574501991271973
193,Ari Fleischer,3,3,Ari Fleischer,0.26376137,0.26376137,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,220,0.06063583493232727
194,Ari Fleischer,3,3,Ari Fleischer,0.6107632,0.6107632,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,221,0.07878226041793823
195,Tim Henman,87,87,Tim Henman,0.51616424,0.51616424,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,223,0.03624933958053589
196,Tim Henman,87,87,Tim Henman,0.5022069,0.5022069,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,224,0.03595292568206787
197,Tim Henman,87,87,Tim Henman,0.2819813,0.2819813,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,226,0.04612469673156738
198,Tim Henman,87,87,Tim Henman,0.43340492,0.43340492,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,227,0.037623316049575806
199,Tim Henman,87,87,Tim Henman,0.39970976,0.39970976,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,228,-0.011220097541809082
200,Tim Henman,87,87,Tim Henman,0.42597985,0.42597985,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,229,-0.05100667476654053
201,Ahmed Chalabi,1,1,Ahmed Chalabi,0.38635886,0.38635886,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,230,0.08498227596282959
202,Ahmed Chalabi,1,1,Ahmed Chalabi,0.53575754,0.53575754,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,231,0.061348795890808105
203,Ahmed Chalabi,1,1,Ahmed Chalabi,0.5974134,0.5974134,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,232,0.055358171463012695
204,Ahmed Chalabi,1,1,Ahmed Chalabi,0.53188884,0.53188884,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,233,0.05794048309326172
205,Tom Cruise,88,88,Tom Cruise,0.27303904,0.27303904,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,234,0.0199221670627594
206,Tom Cruise,88,88,Tom Cruise,0.30320752,0.30320752,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,235,0.048897385597229004
207,Tom Cruise,88,88,Tom Cruise,0.33013552,0.33013552,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,236,0.011417269706726074
208,Tom Cruise,88,88,Tom Cruise,0.37258852,0.37258852,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,237,-0.021189600229263306
209,Tom Cruise,88,88,Tom Cruise,0.43106103,0.43106103,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,238,-0.03279891610145569
210,Tom Cruise,88,88,Tom Cruise,0.39806974,0.39806974,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,239,-0.039856135845184326
211,Tom Cruise,88,88,Tom Cruise,0.31454682,0.31454682,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,240,0.027105212211608887
212,Tom Cruise,88,88,Tom Cruise,0.43599856,0.43599856,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,241,-0.002467811107635498
213,JK Rowling,31,93,Victoria Clarke,0.26004416,0.24697593,False,False,False,True,True,False,adaface_ir50_wf4m,normal_mascot_sticker,242,0.030628591775894165
214,JK Rowling,31,31,JK Rowling,0.4953735,0.4953735,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,243,-0.00828215479850769
215,JK Rowling,31,31,JK Rowling,0.52776664,0.52776664,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,244,0.05179351568222046
216,JK Rowling,31,31,JK Rowling,0.5515046,0.5515046,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,245,0.04606860876083374
217,JK Rowling,31,31,JK Rowling,0.3029947,0.3029947,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,246,0.047771722078323364
218,Elizabeth Smart,22,22,Elizabeth Smart,0.55855465,0.55855465,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,247,-0.0017684698104858398
219,Elizabeth Smart,22,22,Elizabeth Smart,0.34673932,0.34673932,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,248,-0.020741969347000122
220,Elizabeth Smart,22,22,Elizabeth Smart,0.3650469,0.3650469,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,249,-0.005766868591308594
221,Elizabeth Smart,22,22,Elizabeth Smart,0.3741054,0.3741054,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,250,-0.007102787494659424
222,Jennifer Aniston,34,34,Jennifer Aniston,0.47344044,0.47344044,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,251,0.03865036368370056
223,Jennifer Aniston,34,34,Jennifer Aniston,0.55182934,0.55182934,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,252,-0.006178915500640869
224,Jennifer Aniston,34,34,Jennifer Aniston,0.34833735,0.34833735,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,253,0.05401620268821716
225,Jennifer Aniston,34,52,Madonna,0.28139117,0.25285044,False,True,False,False,True,True,adaface_ir50_wf4m,normal_mascot_sticker,254,0.04389497637748718
226,Jennifer Aniston,34,34,Jennifer Aniston,0.46008572,0.46008572,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,255,0.00794115662574768
227,Jennifer Aniston,34,34,Jennifer Aniston,0.47676528,0.47676528,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,256,0.020036309957504272
228,Jennifer Aniston,34,52,Madonna,0.3936273,0.3634411,False,True,False,False,True,True,adaface_ir50_wf4m,normal_mascot_sticker,257,0.044029831886291504
229,Jennifer Aniston,34,34,Jennifer Aniston,0.38303578,0.38303578,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,258,0.06511104106903076
230,George W Bush,24,24,George W Bush,0.5590798,0.5590798,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,259,0.04378443956375122
231,George W Bush,24,24,George W Bush,0.4033599,0.4033599,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,261,0.022205591201782227
232,George W Bush,24,24,George W Bush,0.44227704,0.44227704,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,263,0.025982826948165894
233,George W Bush,24,24,George W Bush,0.5781723,0.5781723,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,264,0.019932329654693604
234,George W Bush,24,24,George W Bush,0.4706782,0.4706782,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,265,-0.005485653877258301
235,George W Bush,24,24,George W Bush,0.37179747,0.37179747,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,266,0.021366655826568604
236,Joseph Biden,43,43,Joseph Biden,0.4745746,0.4745746,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,267,0.012758225202560425
237,Joseph Biden,43,43,Joseph Biden,0.40467417,0.40467417,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,268,-0.007802397012710571
238,Joseph Biden,43,43,Joseph Biden,0.3024911,0.3024911,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,269,0.03154724836349487
239,Joseph Biden,43,43,Joseph Biden,0.46431926,0.46431926,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,270,0.009210586547851562
240,Billy Crystal,5,5,Billy Crystal,0.39405495,0.39405495,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,271,0.05829286575317383
241,Billy Crystal,5,5,Billy Crystal,0.29317498,0.29317498,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,272,0.004019320011138916
242,Billy Crystal,5,5,Billy Crystal,0.4905061,0.4905061,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,273,-0.004345118999481201
243,Billy Crystal,5,5,Billy Crystal,0.4833451,0.4833451,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,274,0.01326325535774231
244,Rob Marshall,73,73,Rob Marshall,0.7389635,0.7389635,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,276,0.04297053813934326
245,Rob Marshall,73,73,Rob Marshall,0.6680925,0.6680925,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,277,0.03867137432098389
246,Rob Marshall,73,73,Rob Marshall,0.39050826,0.39050826,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,278,0.03192904591560364
247,Rob Marshall,73,73,Rob Marshall,0.5458393,0.5458393,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,279,0.014291524887084961
248,Rob Marshall,73,73,Rob Marshall,0.5362405,0.5362405,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,280,0.04111093282699585
249,Madonna,52,52,Madonna,0.24773794,0.24773794,True,False,False,True,False,False,adaface_ir50_wf4m,normal_mascot_sticker,281,0.020256012678146362
250,Madonna,52,52,Madonna,0.3666745,0.3666745,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,282,-0.03916487097740173
251,Madonna,52,52,Madonna,0.35484502,0.35484502,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,283,0.002490609884262085
252,Madonna,52,52,Madonna,0.37835655,0.37835655,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,284,-0.012614220380783081
253,Kevin Spacey,45,45,Kevin Spacey,0.49171895,0.49171895,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,285,0.04506129026412964
254,Kevin Spacey,45,45,Kevin Spacey,0.6222097,0.6222097,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,286,0.023264706134796143
255,Kevin Spacey,45,45,Kevin Spacey,0.4877017,0.4877017,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,287,0.017426669597625732
256,Kevin Spacey,45,45,Kevin Spacey,0.48981816,0.48981816,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,288,0.00509798526763916
257,Calista Flockhart,10,10,Calista Flockhart,0.5378463,0.5378463,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,289,0.0015583038330078125
258,Calista Flockhart,10,10,Calista Flockhart,0.2954039,0.2954039,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,290,0.0532112717628479
259,Calista Flockhart,10,13,Catherine Zeta-Jones,0.28234816,0.26417878,False,True,False,False,True,True,adaface_ir50_wf4m,normal_mascot_sticker,291,0.0344720184803009
260,Calista Flockhart,10,10,Calista Flockhart,0.5240803,0.5240803,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,292,0.11831110715866089
261,Calista Flockhart,10,10,Calista Flockhart,0.37853932,0.37853932,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,293,0.0027115941047668457
262,Erika Harold,23,23,Erika Harold,0.59016216,0.59016216,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,294,0.00771176815032959
263,Erika Harold,23,23,Erika Harold,0.56939465,0.56939465,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,295,0.0714072585105896
264,Erika Harold,23,23,Erika Harold,0.37276927,0.37276927,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,296,0.028032749891281128
265,Erika Harold,23,23,Erika Harold,0.4908167,0.4908167,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,297,-0.013315826654434204
266,Li Zhaoxing,49,49,Li Zhaoxing,0.564236,0.564236,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,298,-0.03658181428909302
267,Li Zhaoxing,49,49,Li Zhaoxing,0.53171986,0.53171986,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,299,0.03375738859176636
268,Li Zhaoxing,49,49,Li Zhaoxing,0.5631455,0.5631455,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,300,0.04762721061706543
269,Li Zhaoxing,49,49,Li Zhaoxing,0.6037504,0.6037504,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,301,0.035105884075164795
270,Li Zhaoxing,49,49,Li Zhaoxing,0.607878,0.607878,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,303,0.01663905382156372
271,Li Zhaoxing,49,49,Li Zhaoxing,0.66546595,0.66546595,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,304,0.0018320679664611816
272,Paul Wolfowitz,65,65,Paul Wolfowitz,0.5329795,0.5329795,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,305,-0.049191951751708984
273,Paul Wolfowitz,65,65,Paul Wolfowitz,0.39961523,0.39961523,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,307,-0.017503082752227783
274,Paul Wolfowitz,65,65,Paul Wolfowitz,0.45744777,0.45744777,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,308,-0.03402826189994812
275,Paul Wolfowitz,65,91,Trent Lott,0.29324704,0.2889611,False,True,False,False,True,True,adaface_ir50_wf4m,normal_mascot_sticker,310,0.0005312860012054443
276,Paul Wolfowitz,65,65,Paul Wolfowitz,0.45550853,0.45550853,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,311,-0.03822261095046997
277,Paul Wolfowitz,65,65,Paul Wolfowitz,0.38994226,0.38994226,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,312,0.01360011100769043
278,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.43561038,0.43561038,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,313,0.05099952220916748
279,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.41420168,0.41420168,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,314,-0.014567971229553223
280,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.53975517,0.53975517,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,315,-0.03161519765853882
281,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.29664022,0.29664022,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,316,0.023571819067001343
282,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.35438746,0.35438746,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,317,-0.004584014415740967
283,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.37050372,0.37050372,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,318,0.0026749372482299805
284,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.36997122,0.36997122,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,319,0.003119736909866333
285,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.3974227,0.3974227,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,320,0.002121061086654663
286,Jose Manuel Durao Barroso,42,42,Jose Manuel Durao Barroso,0.4600103,0.4600103,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,321,0.002652585506439209
287,Jose Manuel Durao Barroso,42,42,Jose Manuel Durao Barroso,0.3207428,0.3207428,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,322,-0.033013761043548584
288,Jose Manuel Durao Barroso,42,42,Jose Manuel Durao Barroso,0.36966753,0.36966753,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,324,-0.0188257098197937
289,Jose Manuel Durao Barroso,42,42,Jose Manuel Durao Barroso,0.5625283,0.5625283,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,325,0.06508266925811768
290,Brad Johnson,8,8,Brad Johnson,0.36210394,0.36210394,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,326,0.0063124895095825195
291,Brad Johnson,8,8,Brad Johnson,0.3610595,0.3610595,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,328,0.029648542404174805
292,Brad Johnson,8,8,Brad Johnson,0.39946038,0.39946038,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,329,0.0011237859725952148
293,Peter Struck,67,67,Peter Struck,0.37938988,0.37938988,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,331,-0.03545117378234863
294,Peter Struck,67,67,Peter Struck,0.28731942,0.28731942,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,332,-0.0030394792556762695
295,Shimon Peres,81,81,Shimon Peres,0.46367884,0.46367884,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,334,-0.016879677772521973
296,Shimon Peres,81,81,Shimon Peres,0.60596144,0.60596144,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,335,-0.014612436294555664
297,Shimon Peres,81,81,Shimon Peres,0.51436126,0.51436126,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,336,0.07646548748016357
298,Shimon Peres,81,81,Shimon Peres,0.5541382,0.5541382,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,337,-0.027072906494140625
299,Shimon Peres,81,81,Shimon Peres,0.541119,0.541119,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,338,0.021667957305908203
300,Shimon Peres,81,81,Shimon Peres,0.3254888,0.3254888,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,339,-0.01631873846054077
301,Shimon Peres,81,81,Shimon Peres,0.5254686,0.5254686,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,340,0.0171966552734375
302,Michael Jackson,58,58,Michael Jackson,0.42420107,0.42420107,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,341,0.04188999533653259
303,Michael Jackson,58,58,Michael Jackson,0.5948293,0.5948293,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,342,0.09327423572540283
304,Michael Jackson,58,58,Michael Jackson,0.45587853,0.45587853,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,343,0.01932990550994873
305,Michael Jackson,58,58,Michael Jackson,0.28947282,0.28947282,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,344,0.019406795501708984
306,Michael Jackson,58,58,Michael Jackson,0.5388272,0.5388272,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,345,0.056212544441223145
307,Michael Jackson,58,58,Michael Jackson,0.34398952,0.34398952,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,347,0.09848549962043762
308,Michael Jackson,58,58,Michael Jackson,0.4544438,0.4544438,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,348,0.015200793743133545
309,Pierce Brosnan,68,68,Pierce Brosnan,0.4962331,0.4962331,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,349,0.03872025012969971
310,Pierce Brosnan,68,68,Pierce Brosnan,0.48197013,0.48197013,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,350,0.0028328299522399902
311,Pierce Brosnan,68,68,Pierce Brosnan,0.5070006,0.5070006,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,351,0.042515456676483154
312,Pierce Brosnan,68,68,Pierce Brosnan,0.33346605,0.33346605,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,352,0.05552244186401367
313,Pierce Brosnan,68,68,Pierce Brosnan,0.24929252,0.24929252,True,False,False,True,False,False,adaface_ir50_wf4m,normal_mascot_sticker,353,0.11136859655380249
314,Pierce Brosnan,68,68,Pierce Brosnan,0.45411038,0.45411038,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,354,0.03947407007217407
315,Pierce Brosnan,68,68,Pierce Brosnan,0.5624343,0.5624343,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,355,-0.01365959644317627
316,Pierce Brosnan,68,68,Pierce Brosnan,0.49992144,0.49992144,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,356,-0.010097801685333252
317,Joe Lieberman,37,37,Joe Lieberman,0.3882645,0.3882645,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,357,-0.00016543269157409668
318,Joe Lieberman,37,37,Joe Lieberman,0.3860482,0.3860482,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,358,0.008823931217193604
319,Joe Lieberman,37,37,Joe Lieberman,0.47631145,0.47631145,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,360,-0.015502065420150757
320,Joe Lieberman,37,37,Joe Lieberman,0.47947204,0.47947204,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,361,0.011571526527404785
321,Joe Lieberman,37,37,Joe Lieberman,0.37657946,0.37657946,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,362,-0.04550468921661377
322,Joe Lieberman,37,37,Joe Lieberman,0.49097002,0.49097002,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,363,-0.03057214617729187
323,Joe Lieberman,37,37,Joe Lieberman,0.62836486,0.62836486,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,364,-0.008938610553741455
324,Wen Jiabao,94,94,Wen Jiabao,0.76206636,0.76206636,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,365,0.008717775344848633
325,Wen Jiabao,94,94,Wen Jiabao,0.4693811,0.4693811,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,366,0.0416034460067749
326,Wen Jiabao,94,94,Wen Jiabao,0.59026647,0.59026647,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,367,0.04329085350036621
327,Wen Jiabao,94,94,Wen Jiabao,0.45995587,0.45995587,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,368,0.04149758815765381
328,Wen Jiabao,94,94,Wen Jiabao,0.6556512,0.6556512,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,369,0.0705268383026123
329,Wen Jiabao,94,94,Wen Jiabao,0.57884324,0.57884324,True,True,True,False,False,False,adaface_ir50_wf4m,normal_mascot_sticker,370,-0.019138813018798828
