probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_name,model_short_name
164,Mark Hurlbert,54,54,Mark Hurlbert,0.45502836,0.45502836,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
165,Mark Hurlbert,54,54,Mark Hurlbert,0.6373735,0.6373735,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
166,Silvan Shalom,82,82,Silvan Shalom,0.52724725,0.52724725,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
167,Silvan Shalom,82,82,Silvan Shalom,0.32801443,0.32801443,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
168,Silvan Shalom,82,93,Victoria Clarke,0.19038607,0.1246071,False,True,False,False,True,True,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
169,Silvan Shalom,82,82,Silvan Shalom,0.3743683,0.3743683,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
170,Silvan Shalom,82,82,Silvan Shalom,0.76097375,0.76097375,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
171,Britney Spears,9,9,Britney Spears,0.43171543,0.43171543,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
172,Britney Spears,9,9,Britney Spears,0.4206099,0.4206099,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
173,Britney Spears,9,9,Britney Spears,0.36841843,0.36841843,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
174,Britney Spears,9,9,Britney Spears,0.3871382,0.3871382,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
175,Britney Spears,9,9,Britney Spears,0.39158323,0.39158323,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
176,Britney Spears,9,9,Britney Spears,0.28608584,0.28608584,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
177,Britney Spears,9,9,Britney Spears,0.33118922,0.33118922,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
178,Britney Spears,9,9,Britney Spears,0.4488973,0.4488973,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
179,Gunter Pleuger,26,26,Gunter Pleuger,0.51141405,0.51141405,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
180,Gunter Pleuger,26,26,Gunter Pleuger,0.5253371,0.5253371,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
181,Gunter Pleuger,26,26,Gunter Pleuger,0.6219923,0.6219923,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
182,Gunter Pleuger,26,26,Gunter Pleuger,0.57364345,0.57364345,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
183,Gunter Pleuger,26,26,Gunter Pleuger,0.5556599,0.5556599,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
184,Gunter Pleuger,26,26,Gunter Pleuger,0.68489754,0.68489754,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
185,Tom Daschle,89,89,Tom Daschle,0.5310135,0.5310135,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
186,Tom Daschle,89,89,Tom Daschle,0.6472131,0.6472131,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
187,Tom Daschle,89,89,Tom Daschle,0.65774953,0.65774953,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
188,Tom Daschle,89,89,Tom Daschle,0.6181247,0.6181247,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
189,Tom Daschle,89,89,Tom Daschle,0.720963,0.720963,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
190,Tom Daschle,89,89,Tom Daschle,0.5563784,0.5563784,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
191,Tom Daschle,89,89,Tom Daschle,0.42308962,0.42308962,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
192,Tom Daschle,89,89,Tom Daschle,0.617782,0.617782,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
193,Ian Thorpe,30,30,Ian Thorpe,0.43238017,0.43238017,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
194,Ian Thorpe,30,30,Ian Thorpe,0.43641877,0.43641877,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
195,Ian Thorpe,30,30,Ian Thorpe,0.43351775,0.43351775,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
196,Ian Thorpe,30,30,Ian Thorpe,0.36414757,0.36414757,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
197,Ian Thorpe,30,30,Ian Thorpe,0.36048177,0.36048177,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
198,Ian Thorpe,30,30,Ian Thorpe,0.46855155,0.46855155,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
199,Ian Thorpe,30,30,Ian Thorpe,0.5052909,0.5052909,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
200,Ian Thorpe,30,30,Ian Thorpe,0.4263625,0.4263625,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
201,Tommy Haas,90,90,Tommy Haas,0.50006914,0.50006914,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
202,Tommy Haas,90,87,Tim Henman,0.14760314,0.078399256,False,False,False,True,True,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
203,Tommy Haas,90,90,Tommy Haas,0.43546385,0.43546385,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
204,Tommy Haas,90,90,Tommy Haas,0.43313718,0.43313718,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
205,Tommy Haas,90,90,Tommy Haas,0.5850003,0.5850003,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
206,John Allen Muhammad,38,38,John Allen Muhammad,0.73034126,0.73034126,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
207,John Allen Muhammad,38,38,John Allen Muhammad,0.72091055,0.72091055,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
208,John Allen Muhammad,38,38,John Allen Muhammad,0.7068886,0.7068886,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
209,John Allen Muhammad,38,38,John Allen Muhammad,0.5354464,0.5354464,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
210,John Allen Muhammad,38,38,John Allen Muhammad,0.6050527,0.6050527,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
211,John Allen Muhammad,38,38,John Allen Muhammad,0.8296034,0.8296034,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
212,John Allen Muhammad,38,38,John Allen Muhammad,0.69336283,0.69336283,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
213,John Allen Muhammad,38,38,John Allen Muhammad,0.7313231,0.7313231,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
214,Ari Fleischer,3,3,Ari Fleischer,0.44715142,0.44715142,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
215,Ari Fleischer,3,3,Ari Fleischer,0.6993284,0.6993284,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
216,Ari Fleischer,3,3,Ari Fleischer,0.5324106,0.5324106,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
217,Ari Fleischer,3,3,Ari Fleischer,0.7331721,0.7331721,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
218,Ari Fleischer,3,3,Ari Fleischer,0.22865091,0.22865091,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
219,Ari Fleischer,3,3,Ari Fleischer,0.7419682,0.7419682,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
220,Ari Fleischer,3,3,Ari Fleischer,0.30925637,0.30925637,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
221,Ari Fleischer,3,3,Ari Fleischer,0.7303019,0.7303019,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
222,Tim Henman,87,87,Tim Henman,0.24688655,0.24688655,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
223,Tim Henman,87,87,Tim Henman,0.52703553,0.52703553,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
224,Tim Henman,87,87,Tim Henman,0.3748347,0.3748347,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
225,Tim Henman,87,87,Tim Henman,0.3459768,0.3459768,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
226,Tim Henman,87,87,Tim Henman,0.28074318,0.28074318,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
227,Tim Henman,87,87,Tim Henman,0.46659517,0.46659517,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
228,Tim Henman,87,87,Tim Henman,0.45432353,0.45432353,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
229,Tim Henman,87,87,Tim Henman,0.40534502,0.40534502,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
230,Ahmed Chalabi,1,1,Ahmed Chalabi,0.6683737,0.6683737,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
231,Ahmed Chalabi,1,1,Ahmed Chalabi,0.724949,0.724949,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
232,Ahmed Chalabi,1,1,Ahmed Chalabi,0.78146094,0.78146094,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
233,Ahmed Chalabi,1,1,Ahmed Chalabi,0.6557927,0.6557927,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
234,Tom Cruise,88,88,Tom Cruise,0.2923789,0.2923789,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
235,Tom Cruise,88,88,Tom Cruise,0.3375464,0.3375464,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
236,Tom Cruise,88,88,Tom Cruise,0.49721903,0.49721903,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
237,Tom Cruise,88,88,Tom Cruise,0.41194895,0.41194895,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
238,Tom Cruise,88,88,Tom Cruise,0.4395172,0.4395172,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
239,Tom Cruise,88,88,Tom Cruise,0.48920333,0.48920333,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
240,Tom Cruise,88,88,Tom Cruise,0.3589341,0.3589341,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
241,Tom Cruise,88,88,Tom Cruise,0.47159994,0.47159994,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
242,JK Rowling,31,31,JK Rowling,0.23983921,0.23983921,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
243,JK Rowling,31,31,JK Rowling,0.53880566,0.53880566,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
244,JK Rowling,31,31,JK Rowling,0.5926211,0.5926211,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
245,JK Rowling,31,31,JK Rowling,0.61510754,0.61510754,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
246,JK Rowling,31,31,JK Rowling,0.3423993,0.3423993,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
247,Elizabeth Smart,22,22,Elizabeth Smart,0.52895784,0.52895784,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
248,Elizabeth Smart,22,22,Elizabeth Smart,0.38815808,0.38815808,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
249,Elizabeth Smart,22,22,Elizabeth Smart,0.4091075,0.4091075,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
250,Elizabeth Smart,22,22,Elizabeth Smart,0.47938186,0.47938186,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
251,Jennifer Aniston,34,34,Jennifer Aniston,0.5392443,0.5392443,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
252,Jennifer Aniston,34,34,Jennifer Aniston,0.5916647,0.5916647,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
253,Jennifer Aniston,34,34,Jennifer Aniston,0.5399359,0.5399359,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
254,Jennifer Aniston,34,34,Jennifer Aniston,0.39171636,0.39171636,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
255,Jennifer Aniston,34,34,Jennifer Aniston,0.4017529,0.4017529,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
256,Jennifer Aniston,34,34,Jennifer Aniston,0.49320105,0.49320105,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
257,Jennifer Aniston,34,34,Jennifer Aniston,0.52544963,0.52544963,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
258,Jennifer Aniston,34,34,Jennifer Aniston,0.4961338,0.4961338,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
259,George W Bush,24,24,George W Bush,0.58231753,0.58231753,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
260,George W Bush,24,24,George W Bush,0.40326303,0.40326303,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
261,George W Bush,24,24,George W Bush,0.33464646,0.33464646,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
262,George W Bush,24,24,George W Bush,0.3404678,0.3404678,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
263,George W Bush,24,24,George W Bush,0.50046825,0.50046825,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
264,George W Bush,24,24,George W Bush,0.5319463,0.5319463,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
265,George W Bush,24,24,George W Bush,0.5319097,0.5319097,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
266,George W Bush,24,24,George W Bush,0.33855516,0.33855516,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
267,Joseph Biden,43,43,Joseph Biden,0.6234269,0.6234269,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
268,Joseph Biden,43,43,Joseph Biden,0.52695537,0.52695537,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
269,Joseph Biden,43,43,Joseph Biden,0.5067069,0.5067069,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
270,Joseph Biden,43,43,Joseph Biden,0.59063756,0.59063756,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
271,Billy Crystal,5,5,Billy Crystal,0.5597447,0.5597447,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
272,Billy Crystal,5,5,Billy Crystal,0.3290547,0.3290547,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
273,Billy Crystal,5,5,Billy Crystal,0.45285434,0.45285434,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
274,Billy Crystal,5,5,Billy Crystal,0.6182592,0.6182592,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
275,Billy Crystal,5,5,Billy Crystal,0.43265176,0.43265176,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
276,Rob Marshall,73,73,Rob Marshall,0.7920298,0.7920298,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
277,Rob Marshall,73,73,Rob Marshall,0.57520354,0.57520354,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
278,Rob Marshall,73,73,Rob Marshall,0.4945979,0.4945979,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
279,Rob Marshall,73,73,Rob Marshall,0.49101138,0.49101138,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
280,Rob Marshall,73,73,Rob Marshall,0.55151707,0.55151707,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
281,Madonna,52,52,Madonna,0.33160105,0.33160105,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
282,Madonna,52,52,Madonna,0.32864085,0.32864085,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
283,Madonna,52,59,Natalie Maines,0.2759449,0.18031025,False,True,False,False,True,True,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
284,Madonna,52,52,Madonna,0.39145464,0.39145464,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
285,Kevin Spacey,45,45,Kevin Spacey,0.67130554,0.67130554,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
286,Kevin Spacey,45,45,Kevin Spacey,0.75773996,0.75773996,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
287,Kevin Spacey,45,45,Kevin Spacey,0.6245615,0.6245615,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
288,Kevin Spacey,45,45,Kevin Spacey,0.62760967,0.62760967,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
289,Calista Flockhart,10,10,Calista Flockhart,0.5518618,0.5518618,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
290,Calista Flockhart,10,10,Calista Flockhart,0.4519852,0.4519852,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
291,Calista Flockhart,10,10,Calista Flockhart,0.49626285,0.49626285,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
292,Calista Flockhart,10,10,Calista Flockhart,0.54552925,0.54552925,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
293,Calista Flockhart,10,10,Calista Flockhart,0.45474657,0.45474657,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
294,Erika Harold,23,23,Erika Harold,0.67572975,0.67572975,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
295,Erika Harold,23,23,Erika Harold,0.594694,0.594694,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
296,Erika Harold,23,23,Erika Harold,0.44976407,0.44976407,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
297,Erika Harold,23,23,Erika Harold,0.60324126,0.60324126,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
298,Li Zhaoxing,49,49,Li Zhaoxing,0.6248063,0.6248063,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
299,Li Zhaoxing,49,49,Li Zhaoxing,0.6311454,0.6311454,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
300,Li Zhaoxing,49,49,Li Zhaoxing,0.5700481,0.5700481,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
301,Li Zhaoxing,49,49,Li Zhaoxing,0.6118288,0.6118288,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
302,Li Zhaoxing,49,92,Tung Chee-hwa,0.33797622,0.33370402,False,True,False,False,True,True,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
303,Li Zhaoxing,49,49,Li Zhaoxing,0.6558573,0.6558573,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
304,Li Zhaoxing,49,49,Li Zhaoxing,0.6570451,0.6570451,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
305,Paul Wolfowitz,65,65,Paul Wolfowitz,0.4312505,0.4312505,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
306,Paul Wolfowitz,65,65,Paul Wolfowitz,0.36133653,0.36133653,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
307,Paul Wolfowitz,65,65,Paul Wolfowitz,0.31248245,0.31248245,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
308,Paul Wolfowitz,65,65,Paul Wolfowitz,0.3723079,0.3723079,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
309,Paul Wolfowitz,65,65,Paul Wolfowitz,0.4269566,0.4269566,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
310,Paul Wolfowitz,65,65,Paul Wolfowitz,0.39014536,0.39014536,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
311,Paul Wolfowitz,65,65,Paul Wolfowitz,0.31859297,0.31859297,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
312,Paul Wolfowitz,65,65,Paul Wolfowitz,0.3045358,0.3045358,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
313,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.4965109,0.4965109,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
314,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.46943295,0.46943295,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
315,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.6203743,0.6203743,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
316,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.35701427,0.35701427,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
317,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.4213748,0.4213748,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
318,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.49113303,0.49113303,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
319,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.4741885,0.4741885,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
320,Nicanor Duarte Frutos,61,61,Nicanor Duarte Frutos,0.36472112,0.36472112,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
321,Jose Manuel Durao Barroso,42,42,Jose Manuel Durao Barroso,0.5952263,0.5952263,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
322,Jose Manuel Durao Barroso,42,42,Jose Manuel Durao Barroso,0.38797736,0.38797736,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
323,Jose Manuel Durao Barroso,42,42,Jose Manuel Durao Barroso,0.29409885,0.29409885,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
324,Jose Manuel Durao Barroso,42,42,Jose Manuel Durao Barroso,0.35689753,0.35689753,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
325,Jose Manuel Durao Barroso,42,42,Jose Manuel Durao Barroso,0.6340374,0.6340374,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
326,Brad Johnson,8,8,Brad Johnson,0.44050944,0.44050944,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
327,Brad Johnson,8,8,Brad Johnson,0.43393433,0.43393433,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
328,Brad Johnson,8,8,Brad Johnson,0.46257967,0.46257967,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
329,Brad Johnson,8,8,Brad Johnson,0.5670588,0.5670588,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
330,Peter Struck,67,67,Peter Struck,0.32089123,0.32089123,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
